epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
100,21458.6,1.36371,0.94331,0.00844,0.86077,0.80486,0.87148,0.51873,1.34403,0.68439,0.00712,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
101,21672.7,1.39168,0.95169,0.00839,0.86235,0.80165,0.87176,0.51829,1.34614,0.68575,0.00713,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,21887.4,1.37617,0.92908,0.00853,0.85897,0.80175,0.86989,0.51698,1.34743,0.68752,0.00714,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,22101.6,1.37695,0.94031,0.00832,0.85953,0.7994,0.87024,0.51653,1.34912,0.6879,0.00716,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,22315.5,1.36834,0.93403,0.00862,0.86543,0.79597,0.87041,0.51611,1.35021,0.68818,0.00717,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,22529.9,1.36605,0.91631,0.00837,0.86859,0.79432,0.8706,0.51574,1.35155,0.68733,0.00718,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,22744.2,1.38474,0.923,0.00841,0.87624,0.78554,0.87067,0.51529,1.35381,0.68861,0.00719,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,22958.6,1.36786,0.91059,0.00838,0.87266,0.78836,0.87036,0.515,1.3555,0.68888,0.0072,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,23172.6,1.37904,0.92563,0.00839,0.87308,0.78984,0.87044,0.51492,1.35572,0.69054,0.0072,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,23386.7,1.38984,0.93662,0.00861,0.87101,0.79079,0.86976,0.51414,1.3567,0.69226,0.00721,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,23600.2,1.35745,0.91697,0.00844,0.87646,0.78789,0.8694,0.51342,1.35749,0.69549,0.00721,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,23814.6,1.35494,0.92121,0.00837,0.87397,0.78847,0.8694,0.51277,1.35965,0.69843,0.00723,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,24028.5,1.36611,0.9144,0.0085,0.87121,0.79006,0.86834,0.51152,1.36191,0.70131,0.00725,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,24242.5,1.36305,0.90785,0.00851,0.87308,0.78593,0.86778,0.5111,1.36438,0.70382,0.00727,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,24456.3,1.36919,0.91609,0.00834,0.8675,0.79074,0.86687,0.51096,1.36609,0.70779,0.00728,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,24670.8,1.36772,0.91825,0.0083,0.86461,0.79199,0.86637,0.50956,1.36706,0.71188,0.00729,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,24884.7,1.35288,0.91633,0.0084,0.86939,0.78648,0.86583,0.50898,1.36948,0.71476,0.0073,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
117,25099.1,1.3484,0.91894,0.00846,0.87808,0.77929,0.86449,0.50745,1.37111,0.71868,0.00731,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
118,25313,1.3704,0.925,0.00842,0.86902,0.78403,0.86323,0.50556,1.3755,0.72195,0.00734,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
119,25527.2,1.36194,0.91042,0.00837,0.86994,0.78375,0.86156,0.50395,1.37935,0.72604,0.00737,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
