epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
84,29871.1,1.35389,0.80859,0.00654,0.86531,0.79522,0.86642,0.57933,1.19445,0.68593,0.00642,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783
85,30227.2,1.33053,0.79566,0.00648,0.8588,0.80065,0.86728,0.58067,1.19354,0.68464,0.00642,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
86,30582.1,1.33233,0.80197,0.00642,0.85203,0.804,0.86833,0.58147,1.19143,0.68522,0.00641,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
87,30938.1,1.33936,0.79348,0.00652,0.85301,0.80158,0.86922,0.58244,1.19026,0.68403,0.00641,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
88,31294.4,1.33605,0.79122,0.00656,0.85766,0.80338,0.87082,0.58418,1.18847,0.68254,0.0064,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387
89,31650.6,1.32241,0.78957,0.00652,0.86496,0.80072,0.87236,0.58468,1.18765,0.67829,0.00639,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
90,32008.2,1.32738,0.80251,0.00639,0.86238,0.80187,0.87242,0.58513,1.18575,0.67967,0.00638,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
91,32365,1.33042,0.78828,0.0065,0.86411,0.80104,0.87317,0.58569,1.18449,0.6788,0.00638,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
92,32719.3,1.33444,0.78013,0.0065,0.86022,0.80377,0.87384,0.58627,1.18389,0.67659,0.00638,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991
93,33076.3,1.3362,0.79564,0.00647,0.85773,0.80596,0.87421,0.58666,1.18374,0.67645,0.00637,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
94,33432.1,1.33176,0.77906,0.00639,0.85984,0.80608,0.87399,0.58731,1.18282,0.67472,0.00636,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793
95,33787.8,1.33471,0.77748,0.00654,0.85603,0.80731,0.87509,0.58815,1.18217,0.67256,0.00636,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
96,34142.8,1.32831,0.78223,0.00654,0.85927,0.80282,0.87546,0.58868,1.18142,0.6706,0.00635,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
97,34499.1,1.33845,0.7861,0.0065,0.85972,0.80542,0.87665,0.58884,1.18041,0.66854,0.00634,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
98,34854.4,1.31402,0.78465,0.00648,0.86312,0.80618,0.8779,0.59018,1.18044,0.66431,0.00634,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397
99,35209.5,1.3348,0.80399,0.00651,0.85548,0.81024,0.8786,0.59076,1.17923,0.66411,0.00634,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
