epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
110,21055.5,1.41097,0.98699,0.00881,0.84921,0.75057,0.83508,0.48778,1.39482,0.77425,0.00744,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,21246.1,1.40881,0.99804,0.00874,0.83572,0.75831,0.83442,0.48707,1.39643,0.77668,0.00745,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,21439,1.41148,0.99245,0.00878,0.8358,0.75534,0.83291,0.48568,1.39784,0.78014,0.00746,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,21630.4,1.41048,0.98637,0.00884,0.84163,0.75102,0.83242,0.48465,1.39905,0.78247,0.00746,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,21820.5,1.41699,0.99676,0.00867,0.84116,0.7495,0.8323,0.48415,1.40122,0.78509,0.00748,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,22011.1,1.41813,0.99996,0.00871,0.83965,0.7455,0.83099,0.48281,1.4024,0.78827,0.00749,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,22202,1.40913,0.98649,0.00885,0.83837,0.74385,0.82986,0.48149,1.40446,0.79106,0.0075,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
117,22392.1,1.40352,1.00299,0.00885,0.83499,0.74349,0.82934,0.48058,1.40554,0.79407,0.00751,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
118,22583.5,1.42777,0.99225,0.00883,0.83508,0.74358,0.82804,0.47943,1.40703,0.79665,0.00752,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
119,22775.2,1.41681,0.9807,0.00873,0.83674,0.74122,0.82706,0.47805,1.4086,0.7989,0.00753,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
120,22965.9,1.41278,0.98393,0.00874,0.82781,0.74666,0.82586,0.47677,1.41024,0.80206,0.00755,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
121,23157.3,1.42814,0.99376,0.0088,0.82583,0.7452,0.82479,0.47496,1.41413,0.80448,0.00757,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
122,23348,1.42368,0.99191,0.00883,0.82439,0.74367,0.82274,0.47319,1.41718,0.80845,0.00759,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
123,23539.5,1.39721,0.98573,0.00882,0.81753,0.74529,0.82083,0.47108,1.42067,0.81246,0.00761,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
124,23730.9,1.40437,0.9931,0.00878,0.82352,0.73684,0.81872,0.46916,1.42354,0.81565,0.00763,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
125,23922.1,1.4128,1.00052,0.00862,0.81491,0.74417,0.8185,0.4678,1.42688,0.81968,0.00766,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
126,24113.4,1.40493,0.97468,0.00876,0.8097,0.745,0.81789,0.46643,1.43002,0.82315,0.00768,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
127,24304.5,1.42531,1.00213,0.00869,0.80863,0.74135,0.81602,0.46484,1.43159,0.82837,0.00769,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
128,24495,1.40577,0.99708,0.00881,0.8071,0.74017,0.81398,0.46312,1.4334,0.83399,0.0077,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427
